inlf,hourstotalin1975,kidslt6,kidsge6,age,educ,wage,repwage,husage,huseduc,huswage,motheduc,fatheduc,unem,city,exper
0,0,0,1,37,12,0,0,39,12,9.166700363,7,12,5,0,8
0,0,0,0,50,16,0,0,51,17,29.6439991,12,7,9.5,1,22
0,0,0,4,42,8,0,0,44,6,4.076099873,3,3,7.5,1,5
0,0,1,3,37,9,0,0,37,17,8.362000465,10,10,9.5,1,10
0,0,0,2,41,16,0,0,40,17,12.06200027,16,17,9,1,1
0,0,0,2,31,12,0,0,31,12,2.325099945,10,7,3,0,1
0,0,0,0,51,12,0,0,55,11,10.01000023,7,7,5,1,6
0,0,1,2,36,12,0,0,41,12,5.27339983,7,7,5,0,4
0,0,0,0,54,15,0,0,52,15,10.41699982,14,16,14,0,6
0,0,0,0,49,12,0,0,54,12,7.5,7,7,14,1,0
0,0,1,1,48,9,0,0,47,8,6.352099895,10,12,5,0,1
0,0,0,2,42,9,0,0,45,10,3.807100058,7,14,9.5,0,3
0,0,1,2,41,12,0,0,44,14,9.909899712,3,16,9.5,1,15
0,0,0,0,55,16,0,0,56,11,2.670099974,12,12,7.5,0,33
0,0,0,0,42,9,0,0,46,8,4.395599842,7,7,5,1,2
0,0,0,1,32,15,0,0,33,17,7.971000195,12,12,7.5,1,1
0,0,0,2,43,12,0,0,44,14,15.4289999,7,7,7.5,1,10
0,0,1,3,33,12,0,0,37,13,1.985399961,7,7,5,1,0
0,0,0,1,48,15,0,0,51,16,7.256199837,10,14,9.5,1,14
0,0,0,2,43,12,0,0,48,9,7.035200119,3,16,7.5,1,15
0,0,1,3,47,17,0,0,57,16,8.134699821,14,12,7.5,1,15
0,0,0,0,54,12,0,0,60,12,11.98099995,12,12,7.5,1,10
0,0,0,1,51,12,0,0,52,12,5.992199898,7,3,7.5,1,6
0,0,0,1,51,10,0,0,57,10,4.145800114,14,7,7.5,0,18
0,0,1,1,43,13,0,0,42,13,8.510199547,12,10,7.5,0,15
0,0,0,0,53,12,0,0,59,8,2.963099957,0,3,3,0,30
0,0,1,1,34,11,0,0,36,12,8.814900398,7,7,7.5,0,15
0,0,1,1,31,8,0,0,31,10,2.495500088,7,7,7.5,0,10
0,0,0,0,56,12,0,0,59,8,4.884300232,10,7,7.5,1,0
0,0,0,1,42,16,0,0,55,15,10.19999981,12,7,9.5,1,0
0,0,0,2,32,12,0,0,35,16,10,12,14,9.5,1,4
0,0,1,3,35,12,0,0,37,12,5.35710001,12,12,9.5,1,0
0,0,1,1,30,12,0,0,36,14,9.795900345,14,14,9.5,1,3
0,0,0,0,51,10,0,0,50,11,1.37409997,7,7,7.5,0,20
0,0,0,3,47,12,0,0,48,12,3.463000059,7,7,3,0,3
0,0,0,1,54,12,0,0,55,13,5.040800095,3,7,3,0,1
0,0,3,0,31,15,0,0,34,17,16.66699982,7,10,7.5,1,5
0,0,0,0,47,10,0,0,45,11,4.329400063,7,7,5,1,7
0,0,0,3,47,14,0,0,42,16,10.19299984,7,7,11,1,6
0,0,0,3,40,12,0,0,39,12,7.583300114,7,7,7.5,1,2
0,0,0,0,48,8,0,0,50,7,4.120399952,3,3,7.5,0,0
0,0,0,7,34,8,0,0,51,7,4.807700157,3,7,11,1,10
0,0,0,3,38,12,0,0,42,16,3.153100014,7,10,9.5,1,6
0,0,1,3,32,12,0,0,34,16,19,7,10,7.5,1,4
0,0,0,1,48,16,0,0,45,17,6.053500175,12,7,7.5,1,8
0,0,0,2,41,12,0,0,46,7,3.787499905,7,7,7.5,0,18
0,0,0,2,49,5,0,0,43,3,2.92869997,0,0,7.5,0,7
0,0,0,0,59,8,0,0,55,12,9.297200203,3,7,11,1,15
0,0,0,0,58,13,0,0,57,16,9.382699966,7,7,11,1,7
0,0,0,3,41,12,0,0,48,15,26.53100014,7,14,14,1,8
0,0,0,2,45,12,0,0,45,12,40.50899887,10,10,14,1,8
0,0,1,1,30,14,0,0,32,17,15.15999985,12,10,11,0,3
0,0,0,1,41,12,0,0,42,16,18.9640007,7,7,7.5,1,10
0,0,2,0,30,12,0,0,33,16,5.415200233,10,10,7.5,0,9
0,0,0,1,53,12,0,0,54,12,1.998800039,12,7,7.5,1,24
0,0,0,0,31,12,0,0,37,14,8,10,7,7.5,0,12
0,0,0,2,43,14,0,0,44,17,11.15299988,12,12,11,1,2
0,0,1,1,31,12,0,0,30,14,5.952400208,12,14,14,1,6
0,0,0,0,51,12,0,0,60,10,2.119400024,10,3,7.5,1,18
0,0,0,0,43,9,0,0,45,12,3.838399887,7,7,5,1,17
0,0,1,2,31,14,0,0,34,16,17.36100006,16,16,5,1,7
0,0,0,0,48,11,0,0,48,12,8.009200096,7,10,9.5,1,6
0,0,1,1,31,12,0,0,33,14,3,12,7,9.5,1,10
0,0,0,1,44,12,0,0,46,12,10.58899975,7,7,7.5,1,5
0,0,0,1,48,11,0,0,50,14,10.91300011,10,7,7.5,1,7
0,0,0,1,53,12,0,0,53,12,5.603300095,0,0,7.5,1,11
0,0,0,3,42,10,0,2.75,44,12,7.936500072,3,3,11,1,14
0,0,2,6,39,12,0,0,34,12,2.947599888,7,0,9.5,1,5
0,0,1,2,32,10,0,0,36,4,2.056200027,7,3,7.5,0,2
0,0,0,2,36,12,0,0,39,12,1.301300049,7,12,14,0,4
0,0,0,2,40,13,0,0,43,16,9.271499634,10,10,9.5,1,5
0,0,2,3,31,12,0,0,33,12,4.863800049,12,12,7.5,0,14
0,0,0,0,43,12,0,0,43,12,1.0898,10,3,7.5,0,4
0,0,0,0,60,12,0,0,55,8,12.43999958,12,12,14,1,15
0,0,0,3,39,9,0,0,48,12,6.089700222,7,7,11,1,12
